_time,_value,_field,location
2023-04-25T10:50:00Z,30.56470588,humidity,bed
2023-04-25T10:55:00Z,30.60555556,humidity,bed
2023-04-25T11:00:00Z,30.52,humidity,bed
2023-04-25T11:05:00Z,30.635,humidity,bed
2023-04-25T11:10:00Z,30.70588235,humidity,bed
2023-04-25T11:15:00Z,30.58333333,humidity,bed
2023-04-25T11:20:00Z,30.765,humidity,bed
2023-04-25T11:25:00Z,30.735,humidity,bed
2023-04-25T11:30:00Z,30.61176471,humidity,bed
2023-04-25T11:35:00Z,30.60555556,humidity,bed
2023-04-25T11:40:00Z,30.725,humidity,bed
2023-04-25T11:45:00Z,30.635,humidity,bed
2023-04-25T11:50:00Z,30.85,humidity,bed
2023-04-25T18:15:00Z,28.1625,humidity,bed
2023-04-25T18:20:00Z,27.87,humidity,bed
2023-04-25T18:25:00Z,27.6125,humidity,bed
2023-04-25T18:30:00Z,26.33888889,humidity,bed
2023-04-25T18:35:00Z,27.65,humidity,bed
2023-04-25T18:40:00Z,27.545,humidity,bed
2023-04-25T18:45:00Z,27.11176471,humidity,bed
2023-04-25T18:50:00Z,27.27777778,humidity,bed
2023-04-25T18:55:00Z,26.73,humidity,bed
2023-04-25T19:00:00Z,27.39,humidity,bed
2023-04-25T19:05:00Z,26.67058824,humidity,bed
2023-04-25T19:10:00Z,27.37777778,humidity,bed
2023-04-25T19:15:00Z,26.35,humidity,bed
2023-04-25T19:20:00Z,27.685,humidity,bed
2023-04-25T19:25:00Z,26.46470588,humidity,bed
2023-04-25T19:30:00Z,27.71666667,humidity,bed
2023-04-25T19:35:00Z,26.31,humidity,bed
2023-04-25T19:40:00Z,27.67,humidity,bed
2023-04-25T19:45:00Z,26.06875,humidity,bed
2023-04-25T19:50:00Z,27.51578947,humidity,bed
2023-04-25T19:55:00Z,26.08,humidity,bed
2023-04-25T20:00:00Z,27.31,humidity,bed
2023-04-25T20:05:00Z,26.01111111,humidity,bed
2023-04-25T20:10:00Z,27.67222222,humidity,bed
2023-04-25T20:15:00Z,26.125,humidity,bed
2023-04-25T20:20:00Z,27.07,humidity,bed
2023-04-25T20:25:00Z,26.33529412,humidity,bed
2023-04-25T20:30:00Z,26.53888889,humidity,bed
2023-04-25T20:35:00Z,25.95,humidity,bed
2023-04-25T20:40:00Z,26.345,humidity,bed
2023-04-25T20:45:00Z,26.72941176,humidity,bed
2023-04-25T20:50:00Z,25.89444444,humidity,bed
2023-04-25T20:55:00Z,26.91,humidity,bed
2023-04-25T21:00:00Z,25.815,humidity,bed
2023-04-25T21:05:00Z,26.81176471,humidity,bed
2023-04-25T21:10:00Z,25.8,humidity,bed
2023-04-25T21:15:00Z,27.325,humidity,bed
2023-04-25T21:20:00Z,25.99,humidity,bed
2023-04-25T21:25:00Z,27.3375,humidity,bed
2023-04-25T21:30:00Z,26.27222222,humidity,bed
2023-04-25T21:35:00Z,27.455,humidity,bed
2023-04-25T21:40:00Z,26.405,humidity,bed
2023-04-25T21:45:00Z,27.62222222,humidity,bed
2023-04-25T21:50:00Z,26.66111111,humidity,bed
2023-04-25T21:55:00Z,27.9,humidity,bed
2023-04-25T22:00:00Z,26.74,humidity,bed
2023-04-25T22:05:00Z,28.03529412,humidity,bed
2023-04-25T22:10:00Z,26.85,humidity,bed
2023-04-25T22:15:00Z,27.75,humidity,bed
2023-04-25T22:20:00Z,27.08,humidity,bed
2023-04-25T22:25:00Z,27.9,humidity,bed
2023-04-25T22:30:00Z,27.29444444,humidity,bed
2023-04-25T22:35:00Z,27.8,humidity,bed
2023-04-25T22:40:00Z,27.445,humidity,bed
2023-04-25T22:45:00Z,28.45882353,humidity,bed
2023-04-25T22:50:00Z,27.36666667,humidity,bed
2023-04-25T22:55:00Z,28.095,humidity,bed
2023-04-25T23:00:00Z,27.56,humidity,bed
2023-04-25T23:05:00Z,28.66470588,humidity,bed
2023-04-25T23:10:00Z,27.85555556,humidity,bed
2023-04-25T23:15:00Z,28.875,humidity,bed
2023-04-25T23:20:00Z,27.815,humidity,bed
2023-04-25T23:25:00Z,28.77058824,humidity,bed
2023-04-25T23:30:00Z,28.28333333,humidity,bed
2023-04-25T23:35:00Z,28.93684211,humidity,bed
2023-04-25T23:40:00Z,28.98571429,humidity,bed
2023-04-25T23:45:00Z,29.25882353,humidity,bed
2023-04-25T23:50:00Z,28.88888889,humidity,bed
2023-04-25T23:55:00Z,29.52,humidity,bed
2023-04-26T00:00:00Z,29.05,humidity,bed
2023-04-26T00:05:00Z,29.65333333,humidity,bed
2023-04-26T00:10:00Z,29.08421053,humidity,bed
2023-04-26T00:15:00Z,30.955,humidity,bed
2023-04-26T00:20:00Z,31.785,humidity,bed
2023-04-26T00:25:00Z,32.26875,humidity,bed
2023-04-26T00:30:00Z,33.11578947,humidity,bed
2023-04-26T00:35:00Z,32.88,humidity,bed
2023-04-26T00:40:00Z,32.995,humidity,bed
2023-04-26T00:45:00Z,32.18125,humidity,bed
2023-04-26T00:50:00Z,31.6,humidity,bed
2023-04-26T00:55:00Z,31.01,humidity,bed
2023-04-26T01:00:00Z,30.595,humidity,bed
2023-04-26T01:05:00Z,30.31764706,humidity,bed
2023-04-26T01:10:00Z,30.18888889,humidity,bed
2023-04-26T01:15:00Z,30.04,humidity,bed
2023-04-26T01:20:00Z,30.005,humidity,bed
2023-04-26T01:25:00Z,30.27777778,humidity,bed
2023-04-26T01:30:00Z,31.17647059,humidity,bed
2023-04-26T01:35:00Z,31.665,humidity,bed
2023-04-26T01:40:00Z,32.565,humidity,bed
2023-04-26T01:45:00Z,32.97058824,humidity,bed
2023-04-26T01:50:00Z,32.83333333,humidity,bed
2023-04-26T01:55:00Z,32.975,humidity,bed
2023-04-26T02:00:00Z,33.01,humidity,bed
2023-04-26T02:05:00Z,33.13529412,humidity,bed
2023-04-26T02:10:00Z,33.21666667,humidity,bed
2023-04-26T02:15:00Z,32.915,humidity,bed
2023-04-26T02:20:00Z,32.535,humidity,bed
2023-04-26T02:25:00Z,32.91111111,humidity,bed
2023-04-26T02:30:00Z,32.85,humidity,bed
2023-04-26T02:35:00Z,32.815,humidity,bed
2023-04-26T02:40:00Z,32.835,humidity,bed
2023-04-26T02:45:00Z,32.48823529,humidity,bed
2023-04-26T02:50:00Z,32.48333333,humidity,bed
2023-04-26T02:55:00Z,32.48,humidity,bed
2023-04-26T03:00:00Z,32.345,humidity,bed
2023-04-26T03:05:00Z,32.32941176,humidity,bed
2023-04-26T03:10:00Z,32.62941176,humidity,bed
2023-04-26T03:15:00Z,32.51,humidity,bed
2023-04-26T03:20:00Z,32.475,humidity,bed
2023-04-26T03:25:00Z,32.3875,humidity,bed
2023-04-26T03:30:00Z,32.24117647,humidity,bed
2023-04-26T03:35:00Z,31.985,humidity,bed
2023-04-26T03:40:00Z,32.06,humidity,bed
2023-04-26T03:45:00Z,32.18333333,humidity,bed
2023-04-26T03:50:00Z,32.16470588,humidity,bed
2023-04-26T03:55:00Z,32.165,humidity,bed
2023-04-26T04:00:00Z,32.615,humidity,bed
2023-04-26T04:05:00Z,33.14375,humidity,bed
2023-04-26T04:10:00Z,33.62222222,humidity,bed
2023-04-26T04:15:00Z,34.435,humidity,bed
2023-04-26T04:20:00Z,34.75,humidity,bed
2023-04-26T04:25:00Z,34.75294118,humidity,bed
2023-04-26T04:30:00Z,35.25555556,humidity,bed
2023-04-26T04:35:00Z,35.495,humidity,bed
2023-04-26T04:40:00Z,35.885,humidity,bed
2023-04-26T04:45:00Z,36.0375,humidity,bed
2023-04-26T04:50:00Z,36.00526316,humidity,bed
2023-04-26T04:55:00Z,35.965,humidity,bed
2023-04-26T05:00:00Z,35.895,humidity,bed
2023-04-26T05:05:00Z,36.1,humidity,bed
2023-04-26T05:10:00Z,36.10555556,humidity,bed
2023-04-26T05:15:00Z,36,humidity,bed
2023-04-26T05:20:00Z,35.725,humidity,bed
2023-04-26T05:25:00Z,35.48235294,humidity,bed
2023-04-26T05:30:00Z,35.01666667,humidity,bed
2023-04-26T05:35:00Z,34.915,humidity,bed
2023-04-26T05:40:00Z,34.71,humidity,bed
2023-04-26T05:45:00Z,34.65882353,humidity,bed
2023-04-26T05:50:00Z,34.60555556,humidity,bed
2023-04-26T05:55:00Z,34.61,humidity,bed
2023-04-26T06:00:00Z,35.14736842,humidity,bed
2023-04-26T06:05:00Z,34.81764706,humidity,bed
2023-04-26T06:10:00Z,34.53684211,humidity,bed
2023-04-26T06:15:00Z,34.325,humidity,bed
2023-04-26T06:20:00Z,34.3,humidity,bed
2023-04-26T06:25:00Z,34.34705882,humidity,bed
2023-04-26T06:30:00Z,34.28888889,humidity,bed
2023-04-26T06:35:00Z,34.195,humidity,bed
2023-04-26T06:40:00Z,34.15263158,humidity,bed
2023-04-26T06:45:00Z,33.94705882,humidity,bed
2023-04-26T06:50:00Z,33.81666667,humidity,bed
2023-04-26T06:55:00Z,33.725,humidity,bed
2023-04-26T07:00:00Z,33.66842105,humidity,bed
2023-04-26T07:05:00Z,33.56470588,humidity,bed
2023-04-26T07:10:00Z,33.41666667,humidity,bed
2023-04-26T07:15:00Z,33.385,humidity,bed
2023-04-26T07:20:00Z,33.31052632,humidity,bed
2023-04-26T07:25:00Z,33.18823529,humidity,bed
2023-04-26T07:30:00Z,33.06111111,humidity,bed
2023-04-26T07:35:00Z,33.16,humidity,bed
2023-04-26T07:40:00Z,33.07777778,humidity,bed
2023-04-26T07:45:00Z,33.04444444,humidity,bed
2023-04-26T07:50:00Z,32.97222222,humidity,bed
2023-04-26T07:55:00Z,32.865,humidity,bed
2023-04-26T08:00:00Z,32.72777778,humidity,bed
2023-04-26T08:05:00Z,32.7,humidity,bed
2023-04-26T08:10:00Z,32.56666667,humidity,bed
2023-04-26T08:15:00Z,32.515,humidity,bed
2023-04-26T08:20:00Z,32.4,humidity,bed
2023-04-26T08:25:00Z,32.46875,humidity,bed
2023-04-26T08:30:00Z,32.4,humidity,bed
2023-04-26T08:35:00Z,32.21,humidity,bed
2023-04-26T08:40:00Z,32.13684211,humidity,bed
2023-04-26T08:45:00Z,32.05,humidity,bed
2023-04-26T08:50:00Z,31.935,humidity,bed
2023-04-26T08:55:00Z,31.93,humidity,bed
2023-04-26T09:00:00Z,31.97368421,humidity,bed
2023-04-26T09:05:00Z,31.80625,humidity,bed
2023-04-26T09:10:00Z,31.81052632,humidity,bed
2023-04-26T09:15:00Z,31.915,humidity,bed
2023-04-26T09:20:00Z,31.84210526,humidity,bed
2023-04-26T09:25:00Z,31.90588235,humidity,bed
2023-04-26T09:30:00Z,31.82631579,humidity,bed
2023-04-26T09:35:00Z,31.81,humidity,bed
2023-04-26T09:40:00Z,31.85789474,humidity,bed
2023-04-26T09:45:00Z,31.92352941,humidity,bed
2023-04-26T09:50:00Z,31.93157895,humidity,bed
2023-04-26T09:55:00Z,31.975,humidity,bed
2023-04-26T10:00:00Z,32.06315789,humidity,bed
2023-04-26T10:05:00Z,32.01764706,humidity,bed
2023-04-26T10:10:00Z,31.95263158,humidity,bed
2023-04-26T10:15:00Z,31.985,humidity,bed
2023-04-26T10:20:00Z,32.06666667,humidity,bed
2023-04-26T10:25:00Z,32.19411765,humidity,bed
2023-04-26T10:30:00Z,32.175,humidity,bed
2023-04-26T10:35:00Z,32.105,humidity,bed
2023-04-26T10:40:00Z,32.16111111,humidity,bed
2023-04-26T10:45:00Z,32.31764706,humidity,bed
2023-04-26T10:50:00Z,32.205,humidity,bed
2023-04-26T10:55:00Z,32.265,humidity,bed
2023-04-26T11:00:00Z,32.23333333,humidity,bed
2023-04-26T11:05:00Z,32.21875,humidity,bed
2023-04-26T11:10:00Z,32.265,humidity,bed
2023-04-26T11:15:00Z,32.265,humidity,bed
2023-04-26T11:20:00Z,32.24736842,humidity,bed
2023-04-26T11:25:00Z,32.2875,humidity,bed
2023-04-26T11:30:00Z,32.275,humidity,bed
2023-04-26T11:35:00Z,32.2,humidity,bed
2023-04-26T11:40:00Z,32.13684211,humidity,bed
2023-04-26T11:45:00Z,32.17647059,humidity,bed
2023-04-26T11:50:00Z,32.1,humidity,bed
2023-04-26T11:55:00Z,32.145,humidity,bed
2023-04-26T12:00:00Z,32.15263158,humidity,bed
2023-04-26T12:05:00Z,32.01176471,humidity,bed
2023-04-26T12:10:00Z,31.945,humidity,bed
2023-04-26T12:15:00Z,31.985,humidity,bed
2023-04-26T12:20:00Z,32.04324324,humidity,bed
2023-04-26T12:25:00Z,31.96470588,humidity,bed
2023-04-26T12:30:00Z,31.89473684,humidity,bed
2023-04-26T12:35:00Z,31.975,humidity,bed
2023-04-26T12:40:00Z,31.95,humidity,bed
2023-04-26T12:45:00Z,32.25294118,humidity,bed
2023-04-26T12:50:00Z,32.45,humidity,bed
2023-04-26T12:55:00Z,32.335,humidity,bed
2023-04-26T13:00:00Z,32.4,humidity,bed
2023-04-26T13:05:00Z,32.55882353,humidity,bed
2023-04-26T13:10:00Z,32.44210526,humidity,bed
2023-04-26T13:15:00Z,32.495,humidity,bed
2023-04-26T13:20:00Z,32.62631579,humidity,bed
2023-04-26T13:25:00Z,32.78823529,humidity,bed
2023-04-26T13:30:00Z,32.86842105,humidity,bed
2023-04-26T13:35:00Z,32.89,humidity,bed
2023-04-26T13:40:00Z,32.75263158,humidity,bed
2023-04-26T13:45:00Z,32.51764706,humidity,bed
2023-04-26T13:50:00Z,32.41052632,humidity,bed
2023-04-26T13:55:00Z,32.795,humidity,bed
2023-04-26T14:00:00Z,33.33333333,humidity,bed
2023-04-26T14:05:00Z,33.36470588,humidity,bed
2023-04-26T14:10:00Z,33.2,humidity,bed
2023-04-26T14:15:00Z,33.02,humidity,bed
2023-04-26T14:20:00Z,32.95,humidity,bed
2023-04-26T14:25:00Z,32.9375,humidity,bed
2023-04-26T14:30:00Z,32.955,humidity,bed
2023-04-26T14:35:00Z,32.895,humidity,bed
2023-04-26T14:40:00Z,32.84736842,humidity,bed
2023-04-26T14:45:00Z,32.79411765,humidity,bed
2023-04-26T14:50:00Z,32.67,humidity,bed
2023-04-26T14:55:00Z,32.535,humidity,bed
2023-04-26T15:00:00Z,32.51111111,humidity,bed
2023-04-26T15:05:00Z,32.37058824,humidity,bed
2023-04-26T15:10:00Z,32.265,humidity,bed
2023-04-26T15:15:00Z,32.16,humidity,bed
2023-04-26T15:20:00Z,31.73888889,humidity,bed
2023-04-26T15:25:00Z,31.41176471,humidity,bed
2023-04-26T15:30:00Z,31.3,humidity,bed
2023-04-26T15:35:00Z,31.255,humidity,bed
2023-04-26T15:40:00Z,31.04210526,humidity,bed
2023-04-26T15:45:00Z,30.93529412,humidity,bed
2023-04-26T15:50:00Z,30.79473684,humidity,bed
2023-04-26T15:55:00Z,30.625,humidity,bed
2023-04-26T16:00:00Z,30.54210526,humidity,bed
2023-04-26T16:05:00Z,30.35882353,humidity,bed
2023-04-26T16:10:00Z,30.145,humidity,bed
2023-04-26T16:15:00Z,29.995,humidity,bed
2023-04-26T16:20:00Z,30.03157895,humidity,bed
2023-04-26T16:25:00Z,29.89411765,humidity,bed
2023-04-26T16:30:00Z,29.865,humidity,bed
2023-04-26T16:35:00Z,29.72,humidity,bed
2023-04-26T16:40:00Z,29.72222222,humidity,bed
2023-04-26T16:45:00Z,29.85294118,humidity,bed
2023-04-26T16:50:00Z,29.89,humidity,bed
2023-04-26T16:55:00Z,29.93,humidity,bed
2023-04-26T17:00:00Z,30.21111111,humidity,bed
2023-04-26T17:05:00Z,30.47647059,humidity,bed
2023-04-26T17:10:00Z,30.49,humidity,bed
2023-04-26T17:15:00Z,30.36,humidity,bed
2023-04-26T17:20:00Z,30.28888889,humidity,bed
2023-04-26T17:25:00Z,30.71666667,humidity,bed
2023-04-26T17:30:00Z,31,humidity,bed
2023-04-26T17:35:00Z,31.355,humidity,bed
2023-04-26T17:40:00Z,31.16666667,humidity,bed
2023-04-26T17:45:00Z,31.02941176,humidity,bed
2023-04-26T17:50:00Z,30.865,humidity,bed
2023-04-26T17:55:00Z,30.75,humidity,bed
2023-04-26T18:00:00Z,30.68823529,humidity,bed
2023-04-26T18:05:00Z,30.65,humidity,bed
2023-04-26T18:10:00Z,30.565,humidity,bed
2023-04-26T18:15:00Z,30.065,humidity,bed
2023-04-26T18:20:00Z,29.78888889,humidity,bed
2023-04-26T18:25:00Z,29.50588235,humidity,bed
2023-04-26T18:30:00Z,29.405,humidity,bed
2023-04-26T18:35:00Z,29.26,humidity,bed
2023-04-26T18:40:00Z,29.18333333,humidity,bed
2023-04-26T18:45:00Z,29.21176471,humidity,bed
2023-04-26T18:50:00Z,29.38,humidity,bed
2023-04-26T18:55:00Z,29.31,humidity,bed
2023-04-26T19:00:00Z,28.37368421,humidity,bed
2023-04-26T19:05:00Z,29.72352941,humidity,bed
2023-04-26T19:10:00Z,29.99,humidity,bed
2023-04-26T19:15:00Z,28.895,humidity,bed
2023-04-26T19:20:00Z,30.96470588,humidity,bed
2023-04-26T19:25:00Z,28.71764706,humidity,bed
2023-04-26T19:30:00Z,30.81,humidity,bed
2023-04-26T19:35:00Z,28.77,humidity,bed
2023-04-26T19:40:00Z,30.77058824,humidity,bed
2023-04-26T19:45:00Z,29.23529412,humidity,bed
2023-04-26T19:50:00Z,30.835,humidity,bed
2023-04-26T19:55:00Z,30.115,humidity,bed
2023-04-26T20:00:00Z,30.51764706,humidity,bed
2023-04-26T20:05:00Z,30.06470588,humidity,bed
2023-04-26T20:10:00Z,30.465,humidity,bed
2023-04-26T20:15:00Z,30.3,humidity,bed
2023-04-26T20:20:00Z,29.89411765,humidity,bed
2023-04-26T20:25:00Z,29.61764706,humidity,bed
2023-04-26T20:30:00Z,29.86,humidity,bed
2023-04-26T20:35:00Z,29.455,humidity,bed
2023-04-26T20:40:00Z,30.15,humidity,bed
2023-04-26T20:45:00Z,28.98823529,humidity,bed
2023-04-26T20:50:00Z,30.315,humidity,bed
2023-04-26T20:55:00Z,28.795,humidity,bed
2023-04-26T21:00:00Z,30.18333333,humidity,bed
2023-04-26T21:05:00Z,28.79411765,humidity,bed
2023-04-26T21:10:00Z,30.925,humidity,bed
2023-04-26T21:15:00Z,28.9,humidity,bed
2023-04-26T21:20:00Z,30.55,humidity,bed
2023-04-26T21:25:00Z,29.35882353,humidity,bed
2023-04-26T21:30:00Z,30.085,humidity,bed
2023-04-26T21:35:00Z,29.81,humidity,bed
2023-04-26T21:40:00Z,29.88235294,humidity,bed
2023-04-26T21:45:00Z,30.10588235,humidity,bed
2023-04-26T21:50:00Z,29.52,humidity,bed
2023-04-26T21:55:00Z,30.32,humidity,bed
2023-04-26T22:00:00Z,29.25,humidity,bed
2023-04-26T22:05:00Z,30.25294118,humidity,bed
2023-04-26T22:10:00Z,29.33,humidity,bed
2023-04-26T22:15:00Z,30.41,humidity,bed
2023-04-26T22:20:00Z,29.17777778,humidity,bed
2023-04-26T22:25:00Z,30.64705882,humidity,bed
2023-04-26T22:30:00Z,29.39,humidity,bed
2023-04-26T22:35:00Z,30.93,humidity,bed
2023-04-26T22:40:00Z,29.57777778,humidity,bed
2023-04-26T22:45:00Z,30.25625,humidity,bed
2023-04-26T22:50:00Z,29.505,humidity,bed
2023-04-26T22:55:00Z,29.92,humidity,bed
2023-04-26T23:00:00Z,30.32222222,humidity,bed
2023-04-26T23:05:00Z,30.27058824,humidity,bed
2023-04-26T23:10:00Z,30.44,humidity,bed
2023-04-26T23:15:00Z,30.055,humidity,bed
2023-04-26T23:20:00Z,30.49444444,humidity,bed
2023-04-26T23:25:00Z,29.775,humidity,bed
2023-04-26T23:30:00Z,30.755,humidity,bed
2023-04-26T23:35:00Z,29.765,humidity,bed
2023-04-26T23:40:00Z,32.21666667,humidity,bed
2023-04-26T23:45:00Z,34.26470588,humidity,bed
2023-04-26T23:50:00Z,35.40526316,humidity,bed
2023-04-26T23:55:00Z,36.185,humidity,bed
2023-04-27T00:00:00Z,36.18947368,humidity,bed
2023-04-27T00:05:00Z,35.45882353,humidity,bed
2023-04-27T00:10:00Z,34.545,humidity,bed
2023-04-27T00:15:00Z,33.92,humidity,bed
2023-04-27T00:20:00Z,33.63157895,humidity,bed
2023-04-27T00:25:00Z,33.27058824,humidity,bed
2023-04-27T00:30:00Z,33.07,humidity,bed
2023-04-27T00:35:00Z,32.96,humidity,bed
2023-04-27T00:40:00Z,32.90555556,humidity,bed
2023-04-27T00:45:00Z,32.70588235,humidity,bed
2023-04-27T00:50:00Z,32.73,humidity,bed
2023-04-27T00:55:00Z,32.72,humidity,bed
2023-04-27T01:00:00Z,32.63157895,humidity,bed
2023-04-27T01:05:00Z,32.64117647,humidity,bed
2023-04-27T01:10:00Z,32.73157895,humidity,bed
2023-04-27T01:15:00Z,32.925,humidity,bed
2023-04-27T01:20:00Z,32.61764706,humidity,bed
2023-04-27T01:25:00Z,32.48888889,humidity,bed
2023-04-27T01:30:00Z,32.475,humidity,bed
2023-04-27T01:35:00Z,32.305,humidity,bed
2023-04-27T01:40:00Z,32.20555556,humidity,bed
2023-04-27T01:45:00Z,32.11111111,humidity,bed
2023-04-27T01:50:00Z,31.97,humidity,bed
2023-04-27T01:55:00Z,31.925,humidity,bed
2023-04-27T02:00:00Z,31.92352941,humidity,bed
2023-04-27T02:05:00Z,31.91111111,humidity,bed
2023-04-27T02:10:00Z,33.08,humidity,bed
2023-04-27T02:15:00Z,32.745,humidity,bed
2023-04-27T02:20:00Z,33.18235294,humidity,bed
2023-04-27T02:25:00Z,33.32631579,humidity,bed
2023-04-27T02:30:00Z,33.745,humidity,bed
2023-04-27T02:35:00Z,33.645,humidity,bed
2023-04-27T02:40:00Z,33.54375,humidity,bed
2023-04-27T02:45:00Z,33.51666667,humidity,bed
2023-04-27T02:50:00Z,33.485,humidity,bed
2023-04-27T02:55:00Z,33.405,humidity,bed
2023-04-27T03:00:00Z,33.4,humidity,bed
